gene_id,NC-1_FPKM,NC-2_FPKM,NC-3_FPKM,si-hnrnpa2b1-1_FPKM,si-hnrnpa2b1-2_FPKM,si-hnrnpa2b1-3_FPKM,NC-1_count,NC-2_count,NC-3_count,si-hnrnpa2b1-1_count,si-hnrnpa2b1-2_count,si-hnrnpa2b1-3_count
ENSRNOG00000013271,25.77815928,26.15333556,25.5661515,21.67192008,23.81270271,24.26876,1351,1304,1406,1230,1306,1330
ENSRNOG00000013279,0.316137913,0.186921911,0.395440172,0.091223216,0.283227558,0.302327258,16,9,21,5,15,16
ENSRNOG00000053329,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000005059,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000002229,0.806666096,0.662913351,0.852594062,0.785518227,0.840909185,0.785455251,55,43,61,58,60,56
ENSRNOG00000002227,0.456615034,0.414084143,0.418080864,0.355505173,0.316555544,0.35960688,51,44,49,43,37,42
ENSRNOG00000002224,0,0,0,0.050397469,0,0,0,0,0,1,0,0
ENSRNOG00000002225,41.06897447,44.21372569,39.35903612,40.77019477,40.95532437,44.25143575,1239,1269,1246,1332,1293,1396
ENSRNOG00000002223,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000042918,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000053325,0.334817549,0.175926505,0.478447806,0.772714302,0.639792737,0.960294079,2,1,3,5,4,6
ENSRNOG00000014808,11.79213475,12.41095554,11.10716423,10.87495409,10.7304142,11.32060229,775,776,766,774,738,778
ENSRNOG00000042912,5.007775572,5.662546069,5.856920776,4.886990348,4.785362578,5.260642254,264,284,324,279,264,290
ENSRNOG00000042915,22.51693405,20.9785486,22.18976345,23.27333144,22.25039252,21.41084538,176,156,182,197,182,175
ENSRNOG00000042916,36.42806602,40.87754515,44.2736152,51.65047374,40.92541481,41.89807255,592,632,755,909,696,712
ENSRNOG00000046533,166.9180258,151.8851086,162.2230468,155.7212941,159.1121131,158.7425148,6507,5633,6636,6574,6491,6471
ENSRNOG00000005943,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000005947,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000005944,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000005053,38.65989253,40.21156906,37.46777178,34.69638677,35.25370475,33.17962753,1531,1515,1557,1488,1461,1374
ENSRNOG00000030012,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000030016,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000030017,3.647857776,4.03025627,3.489020059,3.128748218,3.791164647,3.405728102,548,576,550,509,596,535
ENSRNOG00000030018,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000030019,183.0564678,176.7039529,191.079303,175.3775608,175.8980797,181.008434,9357,8593,10249,9708,9409,9675
ENSRNOG00000057801,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057802,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057803,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057804,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057805,0.539005524,0,0,0,0,0,1,0,0,0,0,0
ENSRNOG00000057806,24.94313943,24.34175814,25.56745258,20.96635281,22.5498013,22.83146613,1984,1842,2134,1806,1877,1899
ENSRNOG00000057809,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000031760,0.412768155,0.170915059,0.34567794,0.265649051,0.310766046,0.394728666,33,13,29,23,26,33
ENSRNOG00000031763,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000031766,4805.815874,5252.256772,5232.940203,5864.323187,5043.024801,5042.873397,77222,80291,88234,102046,84800,84733
ENSRNOG00000031769,7.444150844,4.636822608,5.780309101,5.855605243,4.478843106,5.800660349,27,16,22,23,17,22
ENSRNOG00000029814,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000029813,2.407920346,2.741872889,3.441965687,3.520480894,2.492703109,1.91890873,24,26,36,38,26,20
ENSRNOG00000029810,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000029811,1.822851563,1.175746443,1.302861593,0.994649928,1.30641927,1.782841672,44,27,33,26,33,45
ENSRNOG00000038574,3.097151715,3.438038538,3.98594137,3.434615575,4.204278115,3.736907867,214,226,289,257,304,270
ENSRNOG00000038572,12.93137001,11.29356182,11.73651982,10.5684636,12.88457956,13.42234044,609,506,580,539,635,661
ENSRNOG00000015541,0.422515835,0.253776036,0.316374038,0.585239859,0.403758189,0.259760175,14,8,11,21,14,9
ENSRNOG00000015540,42.91443355,40.44607125,45.06277356,39.02749041,39.93658501,34.87205444,3367,3019,3710,3316,3279,2861
ENSRNOG00000015546,11.09170715,13.12481184,14.36789733,10.5489172,13.32816719,13.08427184,167,188,227,172,210,206
ENSRNOG00000015544,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000011653,44.47495866,45.3431486,43.30755019,42.22626461,43.23426514,42.85159287,2661,2581,2719,2736,2707,2681
ENSRNOG00000011652,7.260954843,7.683028907,7.634570808,8.012313531,7.296942773,6.642841896,600,604,662,717,631,574
ENSRNOG00000011657,0.096800992,0.050863105,0.092248428,0.044672042,0.046232079,0.046257422,2,1,2,1,1,1
ENSRNOG00000011655,4.886375313,4.353943356,5.205239734,4.395442757,4.884018255,4.498331545,348,295,389,339,364,335
ENSRNOG00000011654,24.77275142,24.17923994,27.40649759,24.25144796,24.29541872,23.70828376,1330,1235,1544,1410,1365,1331
ENSRNOG00000011659,1.136782303,1.029265093,1.051155844,0.633992274,0.709848698,0.742685696,101,87,98,61,66,69
ENSRNOG00000011658,5.91254259,5.332480258,5.808451494,6.908931607,6.382339352,7.015458473,162,139,167,205,183,201
ENSRNOG00000039192,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000039191,0.283367055,0.198589016,0,0.08720837,0,0.270999325,3,2,0,1,0,3
ENSRNOG00000039197,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000035686,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000037684,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000037687,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000037680,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000037688,0.053979792,0.011347513,0.041150844,0,0,0,5,1,4,0,0,0
ENSRNOG00000049600,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000018076,0.254039394,0.467304779,0.302629916,0.557147534,0.364137702,0.516269553,8,14,10,19,12,17
ENSRNOG00000049602,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000049605,0.843034435,0.719995511,0.954058837,0.291952257,1.107714512,0.65504862,16,13,19,6,22,13
ENSRNOG00000049604,8.921569371,6.986031768,8.84448083,4.423267381,5.721712208,7.558379597,149,111,155,80,100,132
ENSRNOG00000049607,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000049606,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000018078,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000054571,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000054570,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000054573,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000054572,0,0,0,1.059504158,0.365382561,1.09711017,0,0,0,3,1,3
ENSRNOG00000054575,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000054574,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000054577,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000054576,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000054579,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000054578,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000016381,2.024389577,2.201275146,3.425997535,3.480859362,2.801675043,2.837169642,58,60,103,108,84,85
ENSRNOG00000016383,70.04952307,56.05686809,60.48595294,60.39613569,63.68384792,64.7685361,905,689,820,845,861,875
ENSRNOG00000016384,4.049193298,4.751459784,5.121676579,3.943024825,4.615075787,4.872034602,275,307,365,290,328,346
ENSRNOG00000016385,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000016387,139.104877,126.9699235,149.5112795,159.7125249,128.7725596,153.6871952,1056,917,1191,1313,1023,1220
ENSRNOG00000016388,0.018924647,0,0.006013534,0,0,0.006030901,3,0,1,0,0,1
ENSRNOG00000037352,6.393532034,5.896585266,4.677774479,5.008758201,4.335811307,5.502780412,310,272,238,263,220,279
ENSRNOG00000008224,45.18834741,43.75024771,41.65738307,43.65774139,42.71124616,42.8025497,735,677,711,769,727,728
ENSRNOG00000008225,0,0,0,0.162142969,0,0,0,0,0,1,0,0
ENSRNOG00000044409,0,0.562171162,0,0,0,0,0,1,0,0,0,0
ENSRNOG00000047171,5.248062411,4.486190651,4.971170773,4.641756147,5.347264521,6.046724512,166,135,165,159,177,200
ENSRNOG00000047175,0.067792977,0,0.064604663,0.062601177,0,0,2,0,2,2,0,0
ENSRNOG00000047174,7.426473728,5.42353963,8.668961627,5.53575347,5.016093927,6.417510698,249,173,305,201,176,225
ENSRNOG00000022899,0,0.172676131,0.104391985,0.050552658,0,0.052346737,0,3,2,1,0,1
ENSRNOG00000047176,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000047179,126.9022298,133.8310521,128.9563932,133.115375,130.2390261,131.0316709,6649,6671,7090,7553,7141,7179
ENSRNOG00000022896,13.36584732,11.81179952,13.55769853,16.3888083,14.95573299,16.61348753,854,718,909,1134,1000,1110
ENSRNOG00000022894,15.36738799,13.18005964,15.00420406,16.19279681,15.81100522,15.55255186,326,266,334,372,351,345
ENSRNOG00000022893,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000022890,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000016311,0.124581186,0.035711876,0.161890864,0.073205453,0.054111299,0.054151659,11,3,15,7,5,5
ENSRNOG00000046802,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000046803,0.079038411,0.016615281,0.030134486,0.014592867,0.06042487,0.015110758,5,1,2,1,4,1
ENSRNOG00000046800,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000046801,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000046807,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000021272,2.844452512,2.804430684,3.719331362,3.094900149,3.076300557,2.867787701,129,121,177,152,146,136
ENSRNOG00000021273,17.23174632,14.75399231,15.62398196,17.28192131,14.0309364,15.71498212,453,369,431,492,386,432
ENSRNOG00000021270,16.8133051,17.62151775,16.34830408,21.78993035,20.24056659,19.97593278,689,687,703,967,868,856
ENSRNOG00000021276,24.94338169,29.80016606,25.76556459,27.88642831,27.94289868,26.11123283,1120,1273,1214,1356,1313,1226
ENSRNOG00000021274,1.119654531,0.759768852,1.269594453,1.269466478,1.462671975,1.436685333,79,51,94,97,108,106
ENSRNOG00000053138,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000053139,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000056328,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000056329,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000056322,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000056323,1.016410416,0.534062604,0.484304245,0.469056446,0.48543683,0.97188629,2,1,1,1,1,2
ENSRNOG00000053132,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000056321,0,0,0,0.260586914,0,0,0,0,0,1,0,0
ENSRNOG00000056326,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000056327,0,0.216094695,0.130608339,0.031631938,0.065473176,0.163837463,0,6,4,1,2,5
ENSRNOG00000056324,0,0,0,0,0.066956804,0,0,0,0,0,1,0
ENSRNOG00000056325,20.31145644,18.99772867,17.55203022,18.23930761,15.0504695,18.23065222,472,420,428,459,366,443
ENSRNOG00000017163,21.2767187,18.27703583,18.04680925,18.15833888,20.66401946,18.68434018,673,550,599,622,684,618
ENSRNOG00000017161,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000017167,0.164696132,0.086537922,0.078475225,0.152083184,0.078658746,0.078701865,2,1,1,2,1,1
ENSRNOG00000017166,18.2001056,16.89131042,16.19684719,19.02992746,19.29464959,17.9806758,393,347,367,445,436,406
ENSRNOG00000017165,3.462260321,2.150429069,1.79967085,2.228239163,3.107963973,2.558503977,66,39,36,46,62,51
ENSRNOG00000017164,83.04599378,77.83130152,91.33592931,90.84425703,89.64658639,91.15448192,5075,4525,5857,6012,5733,5825
ENSRNOG00000050448,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057499,29.83644964,36.13864106,33.70602267,31.01802904,33.79815214,27.5881563,151,174,179,170,179,146
ENSRNOG00000057498,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057493,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057492,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000050443,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057490,0,1.068125208,0,0.469056446,0.48543683,0,0,2,0,1,1,0
ENSRNOG00000057497,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057496,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057495,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057494,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057149,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057148,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057145,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057144,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057147,21.57967323,25.90330935,23.35789077,26.56937608,23.54900561,22.16560229,162,185,184,216,185,174
ENSRNOG00000057146,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057141,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057140,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057143,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000057142,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000016316,56.93272543,49.61714236,57.24917269,60.42804573,61.7412932,61.43363667,2610,2164,2754,3000,2962,2945
ENSRNOG00000027944,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000058679,3.026852359,0.795412389,0.721304195,1.397870969,2.169688905,2.170877571,4,1,1,2,3,3
ENSRNOG00000027942,0.334481177,0.585962105,0.31875048,0.171596453,0.159818439,0.302101306,18,30,18,10,9,17
ENSRNOG00000027940,1.337915461,0.410173473,0.850004216,0.669206084,0.53271641,0.613075541,48,14,32,26,20,23
ENSRNOG00000058672,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000058673,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000058670,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000058671,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000058676,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000058677,33.11222601,26.64309631,26.96232081,34.36732094,28.31527698,28.42218761,371,284,317,417,332,333
ENSRNOG00000058674,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000058675,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000053795,11.41630981,11.07685401,6.694886713,8.109521268,10.06998088,7.558700415,13,12,8,10,12,9
ENSRNOG00000053796,0,0,0,0,0.316098401,0,0,0,0,0,1,0
ENSRNOG00000053797,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000053790,2.789529292,0.325789824,1.624604807,1.431091988,1.925118972,1.7784689,18,2,11,10,13,12
ENSRNOG00000020638,3.90447592,4.528627301,5.859305315,5.138800094,4.460129979,3.519299204,87,96,137,124,104,82
ENSRNOG00000053792,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000053793,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000020635,7.286817833,3.720273041,5.026261192,6.087918488,6.167347739,4.911122121,105,51,76,95,93,74
ENSRNOG00000020634,8.649099549,8.450207801,8.71795342,7.833109781,7.046388145,7.369871874,156,145,165,153,133,139
ENSRNOG00000020637,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000020636,12.7612256,10.71805101,19.14371858,20.60769175,19.63362081,11.35705643,418,334,658,731,673,389
ENSRNOG00000053798,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000020630,0,0.008201927,0,0,0.007455151,0.022385091,0,1,0,0,1,3
ENSRNOG00000051798,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000051799,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000051796,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000051797,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000051794,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000051795,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000051792,12.41000001,12.48937687,10.16576875,12.28854336,10.7486398,12.62538669,235,225,202,252,213,250
ENSRNOG00000051793,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000051790,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000051791,0.12100124,0.190736644,0.115310535,0.055840053,0.115580198,0.289223276,2,3,2,1,2,5
ENSRNOG00000042492,24.04275829,22.28580866,23.70761787,21.59375091,19.41670542,20.75145316,1498,1321,1550,1457,1266,1352
ENSRNOG00000042494,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000042497,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000042496,0.471937637,0.533277451,0.584672879,0.435797118,0.417156046,0.417473891,40,43,52,40,37,37
ENSRNOG00000042499,347.8715204,340.0432174,374.2755286,430.877381,364.6293753,367.727151,4954,4607,5593,6645,5434,5476
ENSRNOG00000033755,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000053868,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000053869,1.620881874,2.068820919,1.544651569,2.116813843,1.858663326,1.926502542,70,85,70,99,84,87
ENSRNOG00000053866,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000053867,0,0,0.5697697,0,0,0,0,0,1,0,0,0
ENSRNOG00000053864,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000053865,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000053862,0.146246103,0,0,0,0,0,2,0,0,0,0,0
ENSRNOG00000053863,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000053860,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000053861,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000010248,7.129325231,7.109491104,8.231304492,10.2547566,9.301906723,9.898978882,312,296,378,486,426,453
ENSRNOG00000010241,5.080950606,4.388882838,5.177601472,5.713766748,5.143698363,5.869237494,101,83,108,123,107,122
ENSRNOG00000010240,49.5859569,49.89430906,50.53206897,46.08277092,48.36303184,47.81170951,2177,2084,2328,2191,2222,2195
ENSRNOG00000050670,0.029608293,0,0.028215811,0.027327467,0,0,1,0,1,1,0,0
ENSRNOG00000010244,1.30326151,1.33286059,1.611215585,1.610015382,1.598792036,1.852632976,74,72,96,99,95,110
ENSRNOG00000051420,9.336255014,9.865424316,8.426505669,10.445779,9.251997426,11.00691117,189,190,179,229,196,233
ENSRNOG00000051421,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000051422,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000051423,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000051424,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000059238,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000051426,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000051427,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000059235,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000051429,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000059237,0,0.15642001,0,0.045793516,0.142225075,0,0,3,0,1,3,0
ENSRNOG00000059236,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000059230,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000059233,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000059232,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000048146,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000012683,30.84508304,28.95305341,29.79953591,36.35772717,35.47000731,34.6845663,944,843,957,1205,1136,1110
ENSRNOG00000027360,64.56811749,53.35606973,58.11365745,55.74811891,56.26752991,60.51747936,954,750,901,892,870,935
ENSRNOG00000027365,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000029360,66.55930382,64.25279172,68.74200183,60.27385059,68.11038029,63.19584304,1397,1283,1514,1370,1496,1387
ENSRNOG00000027368,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000033136,0,0,0,0.143950163,0,0,0,0,0,3,0,0
ENSRNOG00000033134,0.354189196,0.343340544,0.371288524,0.23257731,0.263245128,0.368822538,90,83,99,64,70,98
ENSRNOG00000033133,11.91259737,10.54260804,12.39636962,12.16981202,11.51432533,12.3087385,348,293,380,385,352,376
ENSRNOG00000033130,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000051052,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000060918,0,0.900828489,0,0,0,0,0,1,0,0,0,0
ENSRNOG00000060919,2.667192408,0,0.847532429,0.82084878,1.699028907,2.550781146,3,0,1,1,2,3
ENSRNOG00000060914,18.90535814,18.15631846,21.34323305,17.33185915,18.58558724,18.85983369,417,381,494,414,429,435
ENSRNOG00000060915,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000060916,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000060917,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000060911,0.799423923,0.840098478,0,0,0.763608497,0,1,1,0,0,1,0
ENSRNOG00000060912,54.30681279,52.6276891,54.7889851,56.88455655,57.98268682,59.4516908,2114,1949,2238,2398,2362,2420
ENSRNOG00000060913,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000033688,23.07387912,22.36428387,22.22654929,20.85582283,21.87034973,22.62217877,2221,2048,2245,2174,2203,2277
ENSRNOG00000026702,0,0.027877988,0.050561219,0,0.12672374,0,0,1,2,0,5,0
ENSRNOG00000061359,2.285429083,5.204884379,2.540920815,3.956926911,3.730851021,3.096235067,24,52,28,45,41,34
ENSRNOG00000061358,2.622290484,2.901416116,3.340748123,3.237098121,3.481783016,3.299636907,95,100,127,127,132,125
ENSRNOG00000026705,0.033015652,0,0,0.091446763,0,0.031569392,2,0,0,6,0,2
ENSRNOG00000026704,0.849556959,0.682877978,0.676264187,0.886017192,0.573051784,0.697742659,85,65,71,96,60,73
ENSRNOG00000033680,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000061354,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000061357,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000047675,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000061351,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000061350,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000061353,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000061352,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000022466,5.088518112,4.958638539,6.920267455,5.824538379,6.280723552,6.184129521,96,89,137,119,124,122
ENSRNOG00000022462,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000022283,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000022281,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000022286,0,0,0,0,0,0.039881766,0,0,0,0,0,1
ENSRNOG00000022288,3.71218141,3.532849153,3.394197613,3.149931304,3.091891423,2.902363683,148,134,142,136,129,121
ENSRNOG00000022289,14.54057948,14.79182189,13.56819783,14.13899641,15.18422543,14.14234401,528,511,517,556,577,537
ENSRNOG00000060002,0.055541553,0.058367498,0.052929426,0,0.159212144,0.106217081,1,1,1,0,3,2
ENSRNOG00000060003,0,0.310243836,0,0,0,0,0,1,0,0,0,0
ENSRNOG00000060001,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000060006,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000060007,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000060005,2.246646997,2.760622924,2.698880819,2.322942911,2.207327757,2.193876912,142,166,179,159,146,145
ENSRNOG00000060008,9.481611204,9.922029293,10.05983883,10.00067272,9.825602718,10.88084629,450,448,501,514,488,540
ENSRNOG00000060009,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000024705,16.9963798,13.23351714,15.29740124,16.37289462,15.23900754,16.95620214,162,120,153,169,152,169
ENSRNOG00000024707,0.014981834,0.031488214,0.014277236,0,0.014310625,0.028651101,1,2,1,0,1,2
ENSRNOG00000024700,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000024703,25.167842,26.42956741,25.40658193,23.4809086,28.40729187,26.29956663,2125,2123,2251,2147,2510,2322
ENSRNOG00000024709,0.204620008,0.215084544,0.170640307,0.047249145,0.171087876,0.048926315,8,8,7,2,7,2
ENSRNOG00000003163,60.9713047,53.14637685,62.23788504,60.65019828,61.46062841,60.67777303,984,816,1054,1060,1038,1024
ENSRNOG00000016156,2.682337861,3.03515194,3.296539554,3.302533805,3.025421095,2.7894219,183,197,236,244,216,199
ENSRNOG00000006652,80.17409839,79.76025763,81.01022827,88.23670998,80.93281321,82.02754807,2820,2669,2990,3361,2979,3017
ENSRNOG00000030568,3.664365778,3.782288632,3.76733915,4.145819783,4.13252583,4.317197787,444,436,479,544,524,547
ENSRNOG00000030569,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000030563,2.287995412,1.967599067,0.792815532,0.960244381,1.391214568,1.193347905,11,9,4,5,7,6
ENSRNOG00000049970,1.852462765,3.34909349,3.318799249,2.189530701,3.398688641,3.259588355,25,43,47,32,48,46
ENSRNOG00000049977,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000049976,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000058317,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000058316,1.363469257,1.118560293,1.552899704,1.289741295,1.557130552,1.3039169,41,32,49,42,49,41
ENSRNOG00000031211,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000031210,0,0,0,0,0,0,0,0,0,0,0,0
ENSRNOG00000031213,5.750151543,5.274019792,5.839451635,5.596778482,5.664479755,6.433122375,259,226,276,273,267,303
ENSRNOG00000031216,6.897025712,6.177193256,7.19497923,5.351314242,5.498722047,6.59569997,169,144,185,142,141,169
ENSRNOG00000001452,0.030733792,0.096892567,0.029288378,0,0.146813421,0,1,3,1,0,5,0
ENSRNOG00000001453,48.41803859,47.80749227,49.97083184,48.2281757,51.26136484,48.5924886,4651,4369,5037,5017,5153,4881
ENSRNOG00000004563,13.01963013,14.37280998,13.98602436,13.30853208,13.57056367,13.73223007,1234,1296,1391,1366,1346,1361
ENSRNOG00000004560,0.012485519,0.13776819,0.029739888,0,0.035784349,0.01790493,2,21,5,0,6,3
